"component","deltamz","deltamz_int","EdgeScore","EdgeType","interaction","matched_peaks","name","scan1","scan2","score","selected","shared interaction","shared name"
"98","16.0","16","0.8802","Cosine","-","0","42384 (-) 39636","42384","39636","0.8802","false","-","42384 (-) 39636"
"542","-264.157","-264","0.9268","Cosine","-","0","22775 (-) 17381","22775","17381","0.9268","false","-","22775 (-) 17381"
"542","-177.116","-177","0.9398","Cosine","-","0","22775 (-) 19945","22775","19945","0.9398","false","-","22775 (-) 19945"
"109","-26.014","-26","0.7083","Cosine","-","0","28284 (-) 25992","28284","25992","0.7083","false","-","28284 (-) 25992"
"109","-52.03","-52","0.7326","Cosine","-","0","28284 (-) 22616","28284","22616","0.7326","false","-","28284 (-) 22616"
"1329","1.003","1","0.9701","Cosine","-","0","34044 (-) 31848","34044","31848","0.9701","false","-","34044 (-) 31848"
"126","-0.0","0","0.9724","Cosine","-","0","8739 (-) 3573","8739","3573","0.9724","false","-","8739 (-) 3573"
"124","-0.0","0","0.9691","Cosine","-","0","29591 (-) 14999","29591","14999","0.9691","false","-","29591 (-) 14999"
"174","-44.025","-44","0.9162","Cosine","-","0","14587 (-) 14088","14587","14088","0.9162","false","-","14587 (-) 14088"
"14","-67.987","-67","0.9505","Cosine","-","0","658 (-) 609","658","609","0.9505","false","-","658 (-) 609"
"14","61.97","61","0.9692","Cosine","-","0","658 (-) 379","658","379","0.9692","false","-","658 (-) 379"
"410","-2.016","-2","0.9269","Cosine","-","0","35919 (-) 35503","35919","35503","0.9269","false","-","35919 (-) 35503"
"410","-2.017","-2","0.9704","Cosine","-","0","35919 (-) 33855","35919","33855","0.9704","false","-","35919 (-) 33855"
"81","426.297","426","0.8575","Cosine","-","0","32263 (-) 32275","32263","32275","0.8575","false","-","32263 (-) 32275"
"2114","-2.015","-2","0.9114","Cosine","-","0","24662 (-) 27766","24662","27766","0.9114","false","-","24662 (-) 27766"
"102","-176.105","-176","0.9434","Cosine","-","0","13602 (-) 14704","13602","14704","0.9434","false","-","13602 (-) 14704"
"424","-15.995","-15","0.7918","Cosine","-","0","7065 (-) 5942","7065","5942","0.7918","false","-","7065 (-) 5942"
"71","-484.287","-484","0.9654","Cosine","-","0","16761 (-) 19552","16761","19552","0.9654","false","-","16761 (-) 19552"
"71","-352.208","-352","0.9661","Cosine","-","0","16761 (-) 14207","16761","14207","0.9661","false","-","16761 (-) 14207"
"71","176.106","176","0.9639","Cosine","-","0","16761 (-) 18070","16761","18070","0.9639","false","-","16761 (-) 18070"
"26","-2.016","-2","0.8146","Cosine","-","0","40578 (-) 33925","40578","33925","0.8146","false","-","40578 (-) 33925"
"576","176.105","176","0.8528","Cosine","-","0","40572 (-) 40767","40572","40767","0.8528","false","-","40572 (-) 40767"
"576","132.078","132","0.877","Cosine","-","0","40572 (-) 40732","40572","40732","0.877","false","-","40572 (-) 40732"
"576","44.026","44","0.898","Cosine","-","0","40572 (-) 40540","40572","40540","0.898","false","-","40572 (-) 40540"
"576","88.054","88","0.8273","Cosine","-","0","40572 (-) 40509","40572","40509","0.8273","false","-","40572 (-) 40509"
"343","-28.031","-28","0.9552","Cosine","-","0","15594 (-) 20044","15594","20044","0.9552","false","-","15594 (-) 20044"
"343","-42.011","-42","0.9518","Cosine","-","0","15594 (-) 19990","15594","19990","0.9518","false","-","15594 (-) 19990"
"343","15.995","15","0.9201","Cosine","-","0","15594 (-) 29115","15594","29115","0.9201","false","-","15594 (-) 29115"
"764","-0.001","0","0.9115","Cosine","-","0","5876 (-) 9466","5876","9466","0.9115","false","-","5876 (-) 9466"
"102","-193.132","-193","0.9422","Cosine","-","0","13327 (-) 12085","13327","12085","0.9422","false","-","13327 (-) 12085"
"102","-220.131","-220","0.9403","Cosine","-","0","13327 (-) 11775","13327","11775","0.9403","false","-","13327 (-) 11775"
"102","-44.026","-44","0.9394","Cosine","-","0","13327 (-) 13602","13327","13602","0.9394","false","-","13327 (-) 13602"
"102","-115.051","-115","0.9444","Cosine","-","0","13327 (-) 14139","13327","14139","0.9444","false","-","13327 (-) 14139"
"683","-2.003","-2","0.7936","Cosine","-","0","30116 (-) 31758","30116","31758","0.7936","false","-","30116 (-) 31758"
"398","-23.016","-23","0.8697","Cosine","-","0","215 (-) 289","215","289","0.8697","false","-","215 (-) 289"
"568","-18.011","-18","0.865","Cosine","-","0","8523 (-) 8524","8523","8524","0.865","false","-","8523 (-) 8524"
"187","-352.211","-352","0.9418","Cosine","-","0","14366 (-) 17263","14366","17263","0.9418","false","-","14366 (-) 17263"
"187","-220.13","-220","0.9399","Cosine","-","0","14366 (-) 16125","14366","16125","0.9399","false","-","14366 (-) 16125"
"71","-132.079","-132","0.9648","Cosine","-","0","15803 (-) 16761","15803","16761","0.9648","false","-","15803 (-) 16761"
"281","-88.048","-88","0.9456","Cosine","-","0","17803 (-) 18409","17803","18409","0.9456","false","-","17803 (-) 18409"
"291","-413.268","-413","0.9749","Cosine","-","0","26014 (-) 26795","26014","26795","0.9749","false","-","26014 (-) 26795"
"946","61.948","61","0.8282","Cosine","-","0","12290 (-) 21513","12290","21513","0.8282","false","-","12290 (-) 21513"
"409","176.105","176","0.9431","Cosine","-","0","42863 (-) 42847","42863","42847","0.9431","false","-","42863 (-) 42847"
"409","44.024","44","0.9474","Cosine","-","0","42863 (-) 42857","42863","42857","0.9474","false","-","42863 (-) 42857"
"109","-24.0","-24","0.8695","Cosine","-","0","20170 (-) 19967","20170","19967","0.8695","false","-","20170 (-) 19967"
"109","-38.016","-38","0.8766","Cosine","-","0","20170 (-) 15508","20170","15508","0.8766","false","-","20170 (-) 15508"
"109","-36.0","-36","0.887","Cosine","-","0","20170 (-) 18427","20170","18427","0.887","false","-","20170 (-) 18427"
"22","-184.051","-184","0.8152","Cosine","-","0","4604 (-) 10717","4604","10717","0.8152","false","-","4604 (-) 10717"
"106","-135.043","-135","0.7475","Cosine","-","0","4047 (-) 2891","4047","2891","0.7475","false","-","4047 (-) 2891"
"106","1.003","1","0.8909","Cosine","-","0","4047 (-) 4165","4047","4165","0.8909","false","-","4047 (-) 4165"
"372","15.995","15","0.9634","Cosine","-","0","28934 (-) 40096","28934","40096","0.9634","false","-","28934 (-) 40096"
"1639","-0.025","0","0.9892","Cosine","-","0","1270 (-) 4075","1270","4075","0.9892","false","-","1270 (-) 4075"
"124","-14.016","-14","0.9071","Cosine","-","0","13780 (-) 13098","13780","13098","0.9071","false","-","13780 (-) 13098"
"636","-14.016","-14","0.9143","Cosine","-","0","3262 (-) 3645","3262","3645","0.9143","false","-","3262 (-) 3645"
"84","-12.001","-12","0.7268","Cosine","-","0","2308 (-) 2291","2308","2291","0.7268","false","-","2308 (-) 2291"
"423","130.11","130","0.8299","Cosine","-","0","19776 (-) 20074","19776","20074","0.8299","false","-","19776 (-) 20074"
"187","-88.054","-88","0.9514","Cosine","-","0","15061 (-) 14366","15061","14366","0.9514","false","-","15061 (-) 14366"
"187","-264.156","-264","0.9455","Cosine","-","0","15061 (-) 17263","15061","17263","0.9455","false","-","15061 (-) 17263"
"187","-132.076","-132","0.9499","Cosine","-","0","15061 (-) 16125","15061","16125","0.9499","false","-","15061 (-) 16125"
"23","-54.035","-54","0.8735","Cosine","-","0","30398 (-) 30438","30398","30438","0.8735","false","-","30398 (-) 30438"
"81","35.037","35","0.9111","Cosine","-","0","27698 (-) 32275","27698","32275","0.9111","false","-","27698 (-) 32275"
"81","-391.26","-391","0.8994","Cosine","-","0","27698 (-) 32263","27698","32263","0.8994","false","-","27698 (-) 32263"
"32","1.979","1","0.7916","Cosine","-","0","27287 (-) 26785","27287","26785","0.7916","false","-","27287 (-) 26785"
"576","132.079","132","0.8075","Cosine","-","0","40611 (-) 40535","40611","40535","0.8075","false","-","40611 (-) 40535"
"13","-28.032","-28","0.7027","Cosine","-","0","15211 (-) 18830","15211","18830","0.7027","false","-","15211 (-) 18830"
"37","-50.017","-50","0.9125","Cosine","-","0","4035 (-) 8740","4035","8740","0.9125","false","-","4035 (-) 8740"
"37","-76.033","-76","0.8779","Cosine","-","0","15309 (-) 8740","15309","8740","0.8779","false","-","15309 (-) 8740"
"37","-126.05","-126","0.8945","Cosine","-","0","15309 (-) 4035","15309","4035","0.8945","false","-","15309 (-) 4035"
"29","-118.089","-118","0.7428","Cosine","-","0","10553 (-) 8654","10553","8654","0.7428","false","-","10553 (-) 8654"
"244","-308.182","-308","0.9753","Cosine","-","0","34969 (-) 35688","34969","35688","0.9753","false","-","34969 (-) 35688"
"410","-2.019","-2","0.9293","Cosine","-","0","21190 (-) 35919","21190","35919","0.9293","false","-","21190 (-) 35919"
"410","-0.003","0","0.9799","Cosine","-","0","21190 (-) 35503","21190","35503","0.9799","false","-","21190 (-) 35503"
"410","-0.002","0","0.9379","Cosine","-","0","21190 (-) 33855","21190","33855","0.9379","false","-","21190 (-) 33855"
"552","-10.022","-10","0.8767","Cosine","-","0","41104 (-) 38847","41104","38847","0.8767","false","-","41104 (-) 38847"
"552","-12.037","-12","0.7096","Cosine","-","0","41104 (-) 39810","41104","39810","0.7096","false","-","41104 (-) 39810"
"552","-28.032","-28","0.9288","Cosine","-","0","41104 (-) 38968","41104","38968","0.9288","false","-","41104 (-) 38968"
"249","-100.016","-100","0.8036","Cosine","-","0","13195 (-) 9285","13195","9285","0.8036","false","-","13195 (-) 9285"
"174","-14.017","-14","0.9396","Cosine","-","0","14974 (-) 13486","14974","13486","0.9396","false","-","14974 (-) 13486"
"174","-484.29","-484","0.9363","Cosine","-","0","14974 (-) 19032","14974","19032","0.9363","false","-","14974 (-) 19032"
"152","-2.015","-2","0.8583","Cosine","-","0","29307 (-) 26224","29307","26224","0.8583","false","-","29307 (-) 26224"
"125","-18.01","-18","0.9003","Cosine","-","0","36374 (-) 36382","36374","36382","0.9003","false","-","36374 (-) 36382"
"1489","-172.073","-172","0.8349","Cosine","-","0","24461 (-) 15903","24461","15903","0.8349","false","-","24461 (-) 15903"
"64","-46.077","-46","0.9477","Cosine","-","0","18268 (-) 21978","18268","21978","0.9477","false","-","18268 (-) 21978"
"64","-0.036","0","0.9635","Cosine","-","0","18268 (-) 25928","18268","25928","0.9635","false","-","18268 (-) 25928"
"13","-88.052","-88","0.7965","Cosine","-","0","10436 (-) 10646","10436","10646","0.7965","false","-","10436 (-) 10646"
"174","-308.187","-308","0.8999","Cosine","-","0","16420 (-) 19032","16420","19032","0.8999","false","-","16420 (-) 19032"
"174","407.623","407","0.9037","Cosine","-","0","16420 (-) 18297","16420","18297","0.9037","false","-","16420 (-) 18297"
"174","-176.103","-176","0.9179","Cosine","-","0","16420 (-) 14974","16420","14974","0.9179","false","-","16420 (-) 14974"
"98","-14.016","-14","0.9274","Cosine","-","0","42378 (-) 42333","42378","42333","0.9274","false","-","42378 (-) 42333"
"98","23.999","23","0.826","Cosine","-","0","42378 (-) 41916","42378","41916","0.826","false","-","42378 (-) 41916"
"1933","-30.009","-30","0.9159","Cosine","-","0","14605 (-) 17628","14605","17628","0.9159","false","-","14605 (-) 17628"
"1499","-14.016","-14","0.8881","Cosine","-","0","23650 (-) 19238","23650","19238","0.8881","false","-","23650 (-) 19238"
"71","-193.133","-193","0.967","Cosine","-","0","12893 (-) 14207","12893","14207","0.967","false","-","12893 (-) 14207"
"71","-61.052","-61","0.965","Cosine","-","0","12893 (-) 13172","12893","13172","0.965","false","-","12893 (-) 13172"
"71","-71.026","-71","0.9647","Cosine","-","0","12893 (-) 12073","12893","12073","0.9647","false","-","12893 (-) 12073"
"71","-149.105","-149","0.9634","Cosine","-","0","12893 (-) 13864","12893","13864","0.9634","false","-","12893 (-) 13864"
"1294","-33.985","-33","0.7592","Cosine","-","0","15611 (-) 14757","15611","14757","0.7592","false","-","15611 (-) 14757"
"167","-78.011","-78","0.8635","Cosine","-","0","19772 (-) 20042","19772","20042","0.8635","false","-","19772 (-) 20042"
"2441","-17.027","-17","0.8351","Cosine","-","0","6769 (-) 6770","6769","6770","0.8351","false","-","6769 (-) 6770"
"741","-26.93","-26","0.8604","Cosine","-","0","4533 (-) 11710","4533","11710","0.8604","false","-","4533 (-) 11710"
"741","-12.941","-12","0.8573","Cosine","-","0","4533 (-) 9780","4533","9780","0.8573","false","-","4533 (-) 9780"
"14","135.975","135","0.9072","Cosine","-","0","815 (-) 837","815","837","0.9072","false","-","815 (-) 837"
"14","-203.962","-203","0.7685","Cosine","-","0","815 (-) 850","815","850","0.7685","false","-","815 (-) 850"
"14","-676.911","-676","0.9424","Cosine","-","0","815 (-) 816","815","816","0.9424","false","-","815 (-) 816"
"532","-574.344","-574","0.9358","Cosine","-","0","13701 (-) 13025","13701","13025","0.9358","false","-","13701 (-) 13025"
"532","-193.132","-193","0.925","Cosine","-","0","13701 (-) 12279","13701","12279","0.925","false","-","13701 (-) 12279"
"424","0.002","0","0.9275","Cosine","-","0","10761 (-) 7567","10761","7567","0.9275","false","-","10761 (-) 7567"
"1667","13.979","13","0.8237","Cosine","-","0","25707 (-) 17644","25707","17644","0.8237","false","-","25707 (-) 17644"
"157","15.959","15","0.8356","Cosine","-","0","5630 (-) 13798","5630","13798","0.8356","false","-","5630 (-) 13798"
"157","29.975","29","0.8363","Cosine","-","0","5630 (-) 10409","5630","10409","0.8363","false","-","5630 (-) 10409"
"863","-2.016","-2","0.8416","Cosine","-","0","21559 (-) 19709","21559","19709","0.8416","false","-","21559 (-) 19709"
"3432","-14.016","-14","0.828","Cosine","-","0","6629 (-) 11124","6629","11124","0.828","false","-","6629 (-) 11124"
"238","-220.094","-220","0.8452","Cosine","-","0","3365 (-) 3973","3365","3973","0.8452","false","-","3365 (-) 3973"
"3588","43.992","43","0.8806","Cosine","-","0","26801 (-) 20919","26801","20919","0.8806","false","-","26801 (-) 20919"
"324","-70.079","-70","0.9333","Cosine","-","0","16570 (-) 7869","16570","7869","0.9333","false","-","16570 (-) 7869"
"134","-176.104","-176","0.938","Cosine","-","0","8306 (-) 10270","8306","10270","0.938","false","-","8306 (-) 10270"
"134","-44.027","-44","0.9616","Cosine","-","0","8306 (-) 2950","8306","2950","0.9616","false","-","8306 (-) 2950"
"749","-2.015","-2","0.87","Cosine","-","0","29878 (-) 26771","29878","26771","0.87","false","-","29878 (-) 26771"
"812","120.02","120","0.853","Cosine","-","0","11994 (-) 10941","11994","10941","0.853","false","-","11994 (-) 10941"
"812","-117.021","-117","0.8428","Cosine","-","0","11994 (-) 13549","11994","13549","0.8428","false","-","11994 (-) 13549"
"703","15.959","15","0.7313","Cosine","-","0","2760 (-) 7841","2760","7841","0.7313","false","-","2760 (-) 7841"
"703","27.998","27","0.7716","Cosine","-","0","2760 (-) 3628","2760","3628","0.7716","false","-","2760 (-) 3628"
"2106","0.001","0","0.8844","Cosine","-","0","7127 (-) 18634","7127","18634","0.8844","false","-","7127 (-) 18634"
"765","35.037","35","0.8342","Cosine","-","0","16984 (-) 16982","16984","16982","0.8342","false","-","16984 (-) 16982"
"1499","273.14","273","0.838","Cosine","-","0","19182 (-) 19238","19182","19238","0.838","false","-","19182 (-) 19238"
"199","-29.016","-29","0.9478","Cosine","-","0","15727 (-) 16206","15727","16206","0.9478","false","-","15727 (-) 16206"
"32","46.078","46","0.8929","Cosine","-","0","40674 (-) 40804","40674","40804","0.8929","false","-","40674 (-) 40804"
"32","18.013","18","0.8834","Cosine","-","0","41300 (-) 12901","41300","12901","0.8834","false","-","41300 (-) 12901"
"20","-62.028","-62","0.7071","Cosine","-","0","13874 (-) 6296","13874","6296","0.7071","false","-","13874 (-) 6296"
"138","74.019","74","0.7226","Cosine","-","0","43056 (-) 42939","43056","42939","0.7226","false","-","43056 (-) 42939"
"138","-222.056","-222","0.7476","Cosine","-","0","43056 (-) 43387","43056","43387","0.7476","false","-","43056 (-) 43387"
"138","0.002","0","0.9184","Cosine","-","0","43056 (-) 23166","43056","23166","0.9184","false","-","43056 (-) 23166"
"211","59.036","59","0.7733","Cosine","-","0","12019 (-) 7679","12019","7679","0.7733","false","-","12019 (-) 7679"
"211","-30.011","-30","0.8385","Cosine","-","0","12019 (-) 11440","12019","11440","0.8385","false","-","12019 (-) 11440"
"211","91.042","91","0.773","Cosine","-","0","12019 (-) 9895","12019","9895","0.773","false","-","12019 (-) 9895"
"124","-0.0","0","0.8859","Cosine","-","0","14348 (-) 19713","14348","19713","0.8859","false","-","14348 (-) 19713"
"124","121.02","121","0.9107","Cosine","-","0","14348 (-) 11948","14348","11948","0.9107","false","-","14348 (-) 11948"
"124","-14.013","-14","0.9517","Cosine","-","0","13260 (-) 12476","13260","12476","0.9517","false","-","13260 (-) 12476"
"124","-217.127","-217","0.9512","Cosine","-","0","13260 (-) 21690","13260","21690","0.9512","false","-","13260 (-) 21690"
"423","0.001","0","0.8732","Cosine","-","0","21158 (-) 20074","21158","20074","0.8732","false","-","21158 (-) 20074"
"596","-0.001","0","0.8104","Cosine","-","0","13839 (-) 9495","13839","9495","0.8104","false","-","13839 (-) 9495"
"316","-0.074","0","0.7128","Cosine","-","0","13229 (-) 11133","13229","11133","0.7128","false","-","13229 (-) 11133"
"65","0.0","0","0.9476","Cosine","-","0","14958 (-) 22015","14958","22015","0.9476","false","-","14958 (-) 22015"
"37","-140.066","-140","0.8596","Cosine","-","0","2455 (-) 15309","2455","15309","0.8596","false","-","2455 (-) 15309"
"37","-64.033","-64","0.8973","Cosine","-","0","2455 (-) 8740","2455","8740","0.8973","false","-","2455 (-) 8740"
